areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate
K02000001,United Kingdom,overview,2021-05-18,35886566,20084257
K02000001,United Kingdom,overview,2021-05-17,35703188,19765454
K02000001,United Kingdom,overview,2021-05-16,35601868,19519441
K02000001,United Kingdom,overview,2021-05-15,35468415,19341697
K02000001,United Kingdom,overview,2021-05-14,35221467,18948091
K02000001,United Kingdom,overview,2021-05-13,34995161,18563440
K02000001,United Kingdom,overview,2021-05-12,34778980,18138555
K02000001,United Kingdom,overview,2021-05-11,34587591,17686406
K02000001,United Kingdom,overview,2021-05-10,34449717,17337413
K02000001,United Kingdom,overview,2021-05-09,34340267,17127738
K02000001,United Kingdom,overview,2021-05-08,34238187,16949385
K02000001,United Kingdom,overview,2021-05-07,34064291,16508763
K02000001,United Kingdom,overview,2021-05-06,33921831,16053272
K02000001,United Kingdom,overview,2021-05-05,33786599,15581852
K02000001,United Kingdom,overview,2021-05-04,33647507,15179349
K02000001,United Kingdom,overview,2021-05-03,33522216,14929632
K02000001,United Kingdom,overview,2021-05-02,33449648,14810163
K02000001,United Kingdom,overview,2021-05-01,33360156,14646712
K02000001,United Kingdom,overview,2021-04-30,33216586,14279431
K02000001,United Kingdom,overview,2021-04-29,33069698,13869271
K02000001,United Kingdom,overview,2021-04-28,32928960,13415979
K02000001,United Kingdom,overview,2021-04-27,32796502,12967078
K02000001,United Kingdom,overview,2021-04-26,32681822,12604159
K02000001,United Kingdom,overview,2021-04-25,32596981,12322725
K02000001,United Kingdom,overview,2021-04-24,32517625,12073560
K02000001,United Kingdom,overview,2021-04-23,32369861,11524236
K02000001,United Kingdom,overview,2021-04-22,32232925,11080303
K02000001,United Kingdom,overview,2021-04-21,32105022,10662645
K02000001,United Kingdom,overview,2021-04-20,31986909,10258651
K02000001,United Kingdom,overview,2021-04-19,31881960,9922320
K02000001,United Kingdom,overview,2021-04-18,31785705,9671822
K02000001,United Kingdom,overview,2021-04-17,31701856,9470018
K02000001,United Kingdom,overview,2021-04-16,31558295,8966996
K02000001,United Kingdom,overview,2021-04-15,31422987,8494092
K02000001,United Kingdom,overview,2021-04-14,31294502,8091730
K02000001,United Kingdom,overview,2021-04-13,31177154,7757608
K02000001,United Kingdom,overview,2021-04-12,31104877,7485444
K02000001,United Kingdom,overview,2021-04-11,31047080,7289172
K02000001,United Kingdom,overview,2021-04-10,30980834,7123516
K02000001,United Kingdom,overview,2021-04-09,30867940,6644931
K02000001,United Kingdom,overview,2021-04-08,30762344,6221005
K02000001,United Kingdom,overview,2021-04-07,30670400,5793723
K02000001,United Kingdom,overview,2021-04-06,30575395,5400046
K02000001,United Kingdom,overview,2021-04-05,30494713,5226395
K02000001,United Kingdom,overview,2021-04-04,30456272,5169436
K02000001,United Kingdom,overview,2021-04-03,30409216,5126757
K02000001,United Kingdom,overview,2021-04-02,30303765,4963499
K02000001,United Kingdom,overview,2021-04-01,30199161,4735325
K02000001,United Kingdom,overview,2021-03-31,30033079,4308622
K02000001,United Kingdom,overview,2021-03-30,29800426,3938948
K02000001,United Kingdom,overview,2021-03-29,29583503,3672097
K02000001,United Kingdom,overview,2021-03-28,29363127,3518145
K02000001,United Kingdom,overview,2021-03-27,29113198,3418451
K02000001,United Kingdom,overview,2021-03-26,28639603,3156026
K02000001,United Kingdom,overview,2021-03-25,28255341,2912107
K02000001,United Kingdom,overview,2021-03-24,27905765,2665841
K02000001,United Kingdom,overview,2021-03-23,27570061,2428043
K02000001,United Kingdom,overview,2021-03-22,27250463,2259237
K02000001,United Kingdom,overview,2021-03-21,26932157,2174098
K02000001,United Kingdom,overview,2021-03-20,26589549,2133268
K02000001,United Kingdom,overview,2021-03-19,25815662,2039496
K02000001,United Kingdom,overview,2021-03-18,25194194,1920922
K02000001,United Kingdom,overview,2021-03-17,24659589,1791257
K02000001,United Kingdom,overview,2021-03-16,24200113,1673982
K02000001,United Kingdom,overview,2021-03-15,23760962,1577470
K02000001,United Kingdom,overview,2021-03-14,23388029,1525663
K02000001,United Kingdom,overview,2021-03-13,23131744,1501445
K02000001,United Kingdom,overview,2021-03-12,22599768,1450399
K02000001,United Kingdom,overview,2021-03-11,22228127,1366632
K02000001,United Kingdom,overview,2021-03-10,22039773,1292589
K02000001,United Kingdom,overview,2021-03-09,21797052,1199712
K02000001,United Kingdom,overview,2021-03-08,21586403,1127410
K02000001,United Kingdom,overview,2021-03-07,21391970,1090244
K02000001,United Kingdom,overview,2021-03-06,21232755,1072256
K02000001,United Kingdom,overview,2021-03-05,20807669,1040934
K02000001,United Kingdom,overview,2021-03-04,20371991,987518
K02000001,United Kingdom,overview,2021-03-03,19998411,920958
K02000001,United Kingdom,overview,2021-03-02,19722994,853255
K02000001,United Kingdom,overview,2021-03-01,19505017,802608
K02000001,United Kingdom,overview,2021-02-28,20245742,814509
K02000001,United Kingdom,overview,2021-02-27,17736517,626863
K02000001,United Kingdom,overview,2021-02-26,17736517,626863
K02000001,United Kingdom,overview,2021-02-25,17736517,626863
K02000001,United Kingdom,overview,2021-02-24,17736517,626863
K02000001,United Kingdom,overview,2021-02-23,17736517,626863
K02000001,United Kingdom,overview,2021-02-22,17736517,626863
K02000001,United Kingdom,overview,2021-02-21,17736517,626863
K02000001,United Kingdom,overview,2021-02-20,15367629,541735
K02000001,United Kingdom,overview,2021-02-19,15367629,541735
K02000001,United Kingdom,overview,2021-02-18,15367629,541735
K02000001,United Kingdom,overview,2021-02-17,15367629,541735
K02000001,United Kingdom,overview,2021-02-16,15367629,541735
K02000001,United Kingdom,overview,2021-02-15,15367629,541735
K02000001,United Kingdom,overview,2021-02-14,15367629,541735
K02000001,United Kingdom,overview,2021-02-13,12410318,515075
K02000001,United Kingdom,overview,2021-02-12,12410318,515075
K02000001,United Kingdom,overview,2021-02-11,12410318,515075
K02000001,United Kingdom,overview,2021-02-10,12410318,515075
K02000001,United Kingdom,overview,2021-02-09,12410318,515075
K02000001,United Kingdom,overview,2021-02-08,12410318,515075
K02000001,United Kingdom,overview,2021-02-07,12410318,515075
K02000001,United Kingdom,overview,2021-02-06,9448950,497644
K02000001,United Kingdom,overview,2021-02-05,9448950,497644
K02000001,United Kingdom,overview,2021-02-04,9448950,497644
K02000001,United Kingdom,overview,2021-02-03,9448950,497644
K02000001,United Kingdom,overview,2021-02-02,9448950,497644
K02000001,United Kingdom,overview,2021-02-01,9448950,497644
K02000001,United Kingdom,overview,2021-01-31,9448950,497644
K02000001,United Kingdom,overview,2021-01-30,6861879,484145
K02000001,United Kingdom,overview,2021-01-29,6861879,484145
K02000001,United Kingdom,overview,2021-01-28,6861879,484145
K02000001,United Kingdom,overview,2021-01-27,6861879,484145
K02000001,United Kingdom,overview,2021-01-26,6861879,484145
K02000001,United Kingdom,overview,2021-01-25,6861879,484145
K02000001,United Kingdom,overview,2021-01-24,6861879,484145
K02000001,United Kingdom,overview,2021-01-23,4297431,473259
K02000001,United Kingdom,overview,2021-01-22,4297431,473259
K02000001,United Kingdom,overview,2021-01-21,4297431,473259
K02000001,United Kingdom,overview,2021-01-20,4297431,473259
K02000001,United Kingdom,overview,2021-01-19,4297431,473259
K02000001,United Kingdom,overview,2021-01-18,4297431,473259
K02000001,United Kingdom,overview,2021-01-17,4297431,473259
K02000001,United Kingdom,overview,2021-01-16,2466087,424326
K02000001,United Kingdom,overview,2021-01-15,2466087,424326
K02000001,United Kingdom,overview,2021-01-14,2466087,424326
K02000001,United Kingdom,overview,2021-01-13,2466087,424326
K02000001,United Kingdom,overview,2021-01-12,2466087,424326
K02000001,United Kingdom,overview,2021-01-11,2466087,424326
K02000001,United Kingdom,overview,2021-01-10,2466087,424326
K02000001,United Kingdom,overview,2021-01-09,1380430,22002
K02000001,United Kingdom,overview,2021-01-08,1380430,22002
K02000001,United Kingdom,overview,2021-01-07,1380430,22002
K02000001,United Kingdom,overview,2021-01-06,1380430,22002
K02000001,United Kingdom,overview,2021-01-05,1380430,22002
K02000001,United Kingdom,overview,2021-01-04,1380430,22002
K02000001,United Kingdom,overview,2021-01-03,1380430,22002
K02000001,United Kingdom,overview,2021-01-02,1005073,
K02000001,United Kingdom,overview,2021-01-01,1005073,
K02000001,United Kingdom,overview,2020-12-31,1005073,
K02000001,United Kingdom,overview,2020-12-30,1005073,
K02000001,United Kingdom,overview,2020-12-29,1005073,
K02000001,United Kingdom,overview,2020-12-28,1005073,
K02000001,United Kingdom,overview,2020-12-27,1005073,
K02000001,United Kingdom,overview,2020-12-26,675286,
K02000001,United Kingdom,overview,2020-12-25,675286,
K02000001,United Kingdom,overview,2020-12-24,675286,
K02000001,United Kingdom,overview,2020-12-23,675286,
K02000001,United Kingdom,overview,2020-12-22,675286,
K02000001,United Kingdom,overview,2020-12-21,675286,
K02000001,United Kingdom,overview,2020-12-20,675286,
K02000001,United Kingdom,overview,2020-12-19,86465,
K02000001,United Kingdom,overview,2020-12-18,86465,
K02000001,United Kingdom,overview,2020-12-17,86465,
K02000001,United Kingdom,overview,2020-12-16,86465,
K02000001,United Kingdom,overview,2020-12-15,86465,
K02000001,United Kingdom,overview,2020-12-14,86465,
K02000001,United Kingdom,overview,2020-12-13,86465,
